route,month,total_boardings,avg_weekday_boardings
S84,2026-02,2286,114
S84,2026-03,2741,125
S84,2026-04,2668,121
S84,2026-05,2623,125
S84,2026-06,3329,151
S86,2024-09,73,3
S86,2024-10,1511,66
S86,2024-11,1445,69
S86,2024-12,979,44
S86,2025-01,587,26
S86,2025-02,695,35
S86,2025-03,970,46
S86,2025-04,944,43
S86,2025-05,1101,50
S86,2025-06,867,41
S86,2025-07,1343,58
S86,2025-08,1615,77
S86,2025-09,1596,73
S86,2025-10,2126,92
S86,2025-11,1498,75
S86,2025-12,1768,77
S86,2026-01,1105,50
S86,2026-02,864,43
S86,2026-03,1705,78
S86,2026-04,1303,59
S86,2026-05,1372,65
S86,2026-06,1399,64
S89,2024-09,397,19
S89,2024-10,11260,490
S89,2024-11,9355,445
S89,2024-12,7775,353
S89,2025-01,8884,386
S89,2025-02,8172,409
S89,2025-03,9552,455
S89,2025-04,9285,422
S89,2025-05,9427,428
S89,2025-06,8205,391
S89,2025-07,7735,336
S89,2025-08,7532,359
S89,2025-09,9816,446
S89,2025-10,10312,448
S89,2025-11,7479,374
S89,2025-12,7602,331
S89,2026-01,7442,338
S89,2026-02,6097,305
S89,2026-03,7492,341
S89,2026-04,7807,355
S89,2026-05,8025,382
S89,2026-06,8173,372
S90,2024-09,389,19
S90,2024-10,12507,544
S90,2024-11,11662,555
S90,2024-12,10857,494
S90,2025-01,9230,401
S90,2025-02,8098,405
S90,2025-03,9674,461
S90,2025-04,10390,472
S90,2025-05,9598,436
S90,2025-06,8732,416
S90,2025-07,11516,501
S90,2025-08,9894,471
S90,2025-09,11825,538
S90,2025-10,14806,644
S90,2025-11,10404,520
S90,2025-12,11946,519
S90,2026-01,9192,418
S90,2026-02,8122,406
S90,2026-03,10151,461
S90,2026-04,11347,516
S90,2026-05,11113,529
S90,2026-06,11334,515
S91,2024-09,564,27
S91,2024-10,15876,690
S91,2024-11,12426,592
S91,2024-12,12481,567
S91,2025-01,11566,503
S91,2025-02,12854,643
S91,2025-03,13121,625
S91,2025-04,13816,628
S91,2025-05,13037,593
S91,2025-06,11704,557
S91,2025-07,10738,467
S91,2025-08,9246,440
S91,2025-09,12193,554
S91,2025-10,13244,576
S91,2025-11,10945,547
S91,2025-12,10217,444
S91,2026-01,9412,428
S91,2026-02,7729,386
S91,2026-03,11644,529
S91,2026-04,10474,476
S91,2026-05,9564,455
S91,2026-06,9515,432
S92,2024-09,633,30
S92,2024-10,13535,588
S92,2024-11,11293,538
S92,2024-12,10744,488
S92,2025-01,10739,467
S92,2025-02,10506,525
S92,2025-03,12328,587
S92,2025-04,12069,549
S92,2025-05,12366,562
S92,2025-06,10454,498
S92,2025-07,9218,401
S92,2025-08,8771,418
S92,2025-09,11317,514
S92,2025-10,11863,516
S92,2025-11,9345,467
S92,2025-12,8856,385
S92,2026-01,7976,363
S92,2026-02,6724,336
S92,2026-03,9667,439
S92,2026-04,9140,415
S92,2026-05,10041,478
S92,2026-06,9253,421
S93,2024-09,3480,166
S93,2024-10,54319,2362
S93,2024-11,46499,2214
S93,2024-12,37353,1698
S93,2025-01,40220,1749
S93,2025-02,48629,2431
S93,2025-03,54954,2617
S93,2025-04,39973,1817
S93,2025-05,39284,1786
S93,2025-06,33237,1583
S93,2025-07,43747,1902
S93,2025-08,42614,2029
S93,2025-09,66586,3027
S93,2025-10,65893,2865
S93,2025-11,58581,2929
S93,2025-12,53643,2332
S93,2026-01,39077,1776
S93,2026-02,41916,2096
S93,2026-03,52715,2396
S93,2026-04,48179,2190
S93,2026-05,49036,2335
S93,2026-06,40305,1832
S94,2024-09,875,42
S94,2024-10,17703,770
S94,2024-11,13868,660
S94,2024-12,13063,594
S94,2025-01,13386,582
S94,2025-02,12599,630
S94,2025-03,15474,737
S94,2025-04,16292,741
S94,2025-05,16522,751
S94,2025-06,13877,661
S94,2025-07,12829,558
S94,2025-08,11812,562
S94,2025-09,13771,626
S94,2025-10,15104,657
S94,2025-11,11166,558
S94,2025-12,11667,507
S94,2026-01,10490,477
S94,2026-02,9210,460
S94,2026-03,11367,517
S94,2026-04,11913,542
S94,2026-05,12513,596
S94,2026-06,11412,519
S96,2024-09,851,41
S96,2024-10,14810,644
S96,2024-11,9653,460
S96,2024-12,10715,487
S96,2025-01,10569,460
S96,2025-02,11724,586
S96,2025-03,12132,578
S96,2025-04,14229,647
S96,2025-05,13344,607
S96,2025-06,11931,568
S96,2025-07,12437,541
S96,2025-08,10880,518
S96,2025-09,14572,662
S96,2025-10,17349,754
S96,2025-11,12074,604
S96,2025-12,13413,583
S96,2026-01,11232,511
S96,2026-02,9835,492
S96,2026-03,11720,533
S96,2026-04,12294,559
S96,2026-05,12606,600
S96,2026-06,12227,556
S98,2024-09,554,26
S98,2024-10,15149,659
S98,2024-11,10836,516
S98,2024-12,10956,498
S98,2025-01,11368,494
S98,2025-02,10498,525
S98,2025-03,11274,537
S98,2025-04,10777,490
S98,2025-05,8476,385
S98,2025-06,8615,410
S98,2025-07,12686,552
S98,2025-08,11360,541
S98,2025-09,16225,738
S98,2025-10,18234,793
S98,2025-11,13492,675
S98,2025-12,14760,642
S98,2026-01,12593,572
S98,2026-02,9094,455
S98,2026-03,12436,565
S98,2026-04,13447,611
S98,2026-05,13037,621
S98,2026-06,12707,578
SIM1,2024-09,1543,73
SIM1,2024-10,42392,1843
SIM1,2024-11,34935,1664
SIM1,2024-12,33670,1530
SIM1,2025-01,37157,1616
SIM1,2025-02,34404,1720
SIM1,2025-03,37964,1808
SIM1,2025-04,40432,1838
SIM1,2025-05,36987,1681
SIM1,2025-06,35544,1693
SIM1,2025-07,38116,1657
SIM1,2025-08,34122,1625
SIM1,2025-09,40065,1821
SIM1,2025-10,42441,1845
SIM1,2025-11,33045,1652
SIM1,2025-12,37078,1612
SIM1,2026-01,34204,1555
SIM1,2026-02,30060,1503
SIM1,2026-03,36766,1671
SIM1,2026-04,37815,1719
SIM1,2026-05,33960,1617
SIM1,2026-06,37613,1710
SIM10,2024-09,1378,66
SIM10,2024-10,36420,1583
SIM10,2024-11,29592,1409
SIM10,2024-12,25149,1143
SIM10,2025-01,32841,1428
SIM10,2025-02,32785,1639
SIM10,2025-03,32667,1556
SIM10,2025-04,35220,1601
SIM10,2025-05,31908,1450
SIM10,2025-06,30686,1461
SIM10,2025-07,33564,1459
SIM10,2025-08,30940,1473
SIM10,2025-09,32049,1457
SIM10,2025-10,35843,1558
SIM10,2025-11,28864,1443
SIM10,2025-12,26840,1167
SIM10,2026-01,29450,1339
SIM10,2026-02,27139,1357
SIM10,2026-03,34088,1549
SIM10,2026-04,34748,1579
SIM10,2026-05,31454,1498
SIM10,2026-06,33471,1521
SIM11,2024-09,772,37
SIM11,2024-10,17200,748
SIM11,2024-11,12950,617
SIM11,2024-12,12825,583
SIM11,2025-01,14229,619
SIM11,2025-02,13938,697
SIM11,2025-03,14770,703
SIM11,2025-04,15495,704
SIM11,2025-05,14600,664
SIM11,2025-06,12419,591
SIM11,2025-07,14206,618
SIM11,2025-08,12312,586
SIM11,2025-09,13184,599
SIM11,2025-10,14942,650
SIM11,2025-11,12009,600
SIM11,2025-12,12600,548
SIM11,2026-01,12764,580
SIM11,2026-02,11435,572
SIM11,2026-03,13877,631
SIM11,2026-04,14728,669
SIM11,2026-05,12852,612
SIM11,2026-06,14077,640
SIM15,2024-09,743,35
SIM15,2024-10,17337,754
SIM15,2024-11,12142,578
SIM15,2024-12,11622,528
SIM15,2025-01,17018,740
SIM15,2025-02,15468,773
SIM15,2025-03,17650,840
SIM15,2025-04,17734,806
SIM15,2025-05,16663,757
SIM15,2025-06,16307,777
SIM15,2025-07,17831,775
SIM15,2025-08,14675,699
SIM15,2025-09,17110,778
SIM15,2025-10,17636,767
SIM15,2025-11,13930,696
SIM15,2025-12,14736,641
SIM15,2026-01,14985,681
SIM15,2026-02,13330,666
SIM15,2026-03,16443,747
SIM15,2026-04,17672,803
SIM15,2026-05,15665,746
SIM15,2026-06,16640,756
SIM1C,2024-09,2299,109
SIM1C,2024-10,88546,2770
SIM1C,2024-11,83163,2738
SIM1C,2024-12,79529,2521
SIM1C,2025-01,83144,2588
SIM1C,2025-02,76177,2681
SIM1C,2025-03,89385,2801
SIM1C,2025-04,85875,2866
SIM1C,2025-05,87250,2643
SIM1C,2025-06,80909,2631
SIM1C,2025-07,80566,2558
SIM1C,2025-08,88017,2715
SIM1C,2025-09,82003,2644
SIM1C,2025-10,83937,2628
SIM1C,2025-11,84924,2686
SIM1C,2025-12,84767,2686
SIM1C,2026-01,78792,2495
SIM1C,2026-02,62505,2137
SIM1C,2026-03,65611,2072
SIM1C,2026-04,66003,2084
SIM1C,2026-05,81770,2485
SIM1C,2026-06,82244,2532
SIM2,2024-09,837,40
SIM2,2024-10,19630,853
SIM2,2024-11,15365,732
SIM2,2024-12,14922,678
SIM2,2025-01,17451,759
SIM2,2025-02,16759,838
SIM2,2025-03,18721,891
SIM2,2025-04,20003,909
SIM2,2025-05,16537,752
SIM2,2025-06,16645,793
SIM2,2025-07,17971,781
SIM2,2025-08,15915,758
SIM2,2025-09,20233,920
SIM2,2025-10,19299,839
SIM2,2025-11,16504,825
SIM2,2025-12,16771,729
SIM2,2026-01,15397,700
SIM2,2026-02,14382,719
SIM2,2026-03,18220,828
SIM2,2026-04,18554,843
SIM2,2026-05,16223,773
SIM2,2026-06,17698,804
SIM22,2024-09,727,35
SIM22,2024-10,15441,671
SIM22,2024-11,11309,539
SIM22,2024-12,10738,488
SIM22,2025-01,14952,650
SIM22,2025-02,13970,698
SIM22,2025-03,15255,726
SIM22,2025-04,16516,751
SIM22,2025-05,14014,637
SIM22,2025-06,13856,660
SIM22,2025-07,14665,638
SIM22,2025-08,12750,607
SIM22,2025-09,16027,728
SIM22,2025-10,16419,714
SIM22,2025-11,12174,609
SIM22,2025-12,12856,559
SIM22,2026-01,14311,650
SIM22,2026-02,12510,626
SIM22,2026-03,15700,714
SIM22,2026-04,15677,713
SIM22,2026-05,15931,759
SIM22,2026-06,15654,712
SIM23,2024-09,190,9
SIM23,2024-10,8000,348
SIM23,2024-11,5866,279
SIM23,2024-12,4924,224
SIM23,2025-01,6631,288
SIM23,2025-02,6137,307
SIM23,2025-03,7007,334
SIM23,2025-04,7308,332
SIM23,2025-05,6905,314
SIM23,2025-06,6041,288
SIM23,2025-07,7009,305
SIM23,2025-08,6250,298
SIM23,2025-09,7679,349
SIM23,2025-10,7561,329
SIM23,2025-11,5774,289
SIM23,2025-12,5628,245
SIM23,2026-01,6576,299
SIM23,2026-02,5831,292
SIM23,2026-03,7105,323
SIM23,2026-04,7347,334
SIM23,2026-05,6712,320
SIM23,2026-06,6338,288
SIM24,2024-09,349,17
SIM24,2024-10,6691,291
SIM24,2024-11,4913,234
SIM24,2024-12,4464,203
SIM24,2025-01,5639,245
SIM24,2025-02,5551,278
SIM24,2025-03,6006,286
SIM24,2025-04,6923,315
SIM24,2025-05,6317,287
SIM24,2025-06,5728,273
SIM24,2025-07,6683,291
SIM24,2025-08,5402,257
SIM24,2025-09,6777,308
SIM24,2025-10,7074,308
SIM24,2025-11,5733,287
SIM24,2025-12,5322,231
SIM24,2026-01,6298,286
SIM24,2026-02,5862,293
SIM24,2026-03,6414,292
SIM24,2026-04,7155,325
SIM24,2026-05,6052,288
SIM24,2026-06,6283,286
SIM25,2024-09,794,38
SIM25,2024-10,17810,774
SIM25,2024-11,13690,652
SIM25,2024-12,11692,531
SIM25,2025-01,15343,667
SIM25,2025-02,14551,728
SIM25,2025-03,15279,728
SIM25,2025-04,16397,745
SIM25,2025-05,13887,631
SIM25,2025-06,14145,674
SIM25,2025-07,15232,662
SIM25,2025-08,12554,598
SIM25,2025-09,15976,726
SIM25,2025-10,15871,690
SIM25,2025-11,13062,653
SIM25,2025-12,12817,557
SIM25,2026-01,13643,620
SIM25,2026-02,12083,604
SIM25,2026-03,15649,711
SIM25,2026-04,16412,746
SIM25,2026-05,15118,720
SIM25,2026-06,16576,753
SIM26,2024-09,791,38
SIM26,2024-10,19128,832
SIM26,2024-11,15369,732
SIM26,2024-12,14132,642
SIM26,2025-01,18048,785
SIM26,2025-02,16498,825
SIM26,2025-03,18062,860
SIM26,2025-04,18482,840
SIM26,2025-05,16427,747
SIM26,2025-06,16506,786
SIM26,2025-07,16707,726
SIM26,2025-08,15609,743
SIM26,2025-09,18460,839
SIM26,2025-10,19304,839
SIM26,2025-11,15083,754
SIM26,2025-12,14780,643
SIM26,2026-01,15397,700
SIM26,2026-02,15367,768
SIM26,2026-03,18838,856
SIM26,2026-04,19510,887
SIM26,2026-05,17495,833
SIM26,2026-06,18561,844
SIM3,2024-09,599,29
SIM3,2024-10,14162,616
SIM3,2024-11,11320,539
SIM3,2024-12,10626,483
SIM3,2025-01,13581,590
SIM3,2025-02,13403,670
SIM3,2025-03,14462,689
SIM3,2025-04,14732,670
SIM3,2025-05,13395,609
SIM3,2025-06,13104,624
SIM3,2025-07,14368,625
SIM3,2025-08,13019,620
SIM3,2025-09,15631,710
SIM3,2025-10,16213,705
SIM3,2025-11,13060,653
SIM3,2025-12,13666,594
SIM3,2026-01,13245,602
SIM3,2026-02,12577,629
SIM3,2026-03,16077,731
SIM3,2026-04,16211,737
SIM3,2026-05,14575,694
SIM3,2026-06,14669,667
SIM30,2024-09,649,31
SIM30,2024-10,13021,566
SIM30,2024-11,9541,454
SIM30,2024-12,9034,411
SIM30,2025-01,13433,584
SIM30,2025-02,12166,608
SIM30,2025-03,13155,626
SIM30,2025-04,13874,631
SIM30,2025-05,11718,533
SIM30,2025-06,11181,532
SIM30,2025-07,12163,529
SIM30,2025-08,11176,532
SIM30,2025-09,13105,596
SIM30,2025-10,13568,590
SIM30,2025-11,11726,586
SIM30,2025-12,11454,498
SIM30,2026-01,12331,560
SIM30,2026-02,11703,585
SIM30,2026-03,13580,617
SIM30,2026-04,13883,631
SIM30,2026-05,12687,604
SIM30,2026-06,13088,595
SIM31,2024-09,669,32
SIM31,2024-10,12245,532
SIM31,2024-11,9900,471
SIM31,2024-12,8722,396
SIM31,2025-01,10717,466
SIM31,2025-02,10617,531
SIM31,2025-03,11593,552
SIM31,2025-04,12088,549
SIM31,2025-05,10590,481
SIM31,2025-06,9970,475
SIM31,2025-07,11574,503
SIM31,2025-08,10440,497
SIM31,2025-09,11260,512
SIM31,2025-10,11740,510
SIM31,2025-11,9732,487
SIM31,2025-12,9171,399
SIM31,2026-01,10419,474
SIM31,2026-02,9918,496
SIM31,2026-03,11456,521
SIM31,2026-04,12123,551
SIM31,2026-05,10213,486
SIM31,2026-06,11239,511
SIM32,2024-09,401,19
SIM32,2024-10,8175,355
SIM32,2024-11,6568,313
SIM32,2024-12,6072,276
SIM32,2025-01,6938,302
SIM32,2025-02,6961,348
SIM32,2025-03,7531,359
SIM32,2025-04,7492,341
SIM32,2025-05,6911,314
SIM32,2025-06,6818,325
SIM32,2025-07,7384,321
SIM32,2025-08,6572,313
SIM32,2025-09,7975,362
SIM32,2025-10,7647,332
SIM32,2025-11,6878,344
SIM32,2025-12,7428,323
SIM32,2026-01,7393,336
SIM32,2026-02,7398,370
SIM32,2026-03,8899,404
SIM32,2026-04,8435,383
SIM32,2026-05,7920,377
SIM32,2026-06,8143,370
SIM33,2024-09,395,19
SIM33,2024-10,9056,394
SIM33,2024-11,7641,364
SIM33,2024-12,7345,334
SIM33,2025-01,8953,389
SIM33,2025-02,8050,402
SIM33,2025-03,9211,439
SIM33,2025-04,8244,375
SIM33,2025-05,7582,345
SIM33,2025-06,7627,363
SIM33,2025-07,8799,383
SIM33,2025-08,7648,364
SIM33,2025-09,9513,432
SIM33,2025-10,9765,425
SIM33,2025-11,8277,414
SIM33,2025-12,8208,357
SIM33,2026-01,8216,373
SIM33,2026-02,7495,375
SIM33,2026-03,9213,419
SIM33,2026-04,9313,423
SIM33,2026-05,8740,416
SIM33,2026-06,9661,439
SIM33C,2024-09,1040,50
SIM33C,2024-10,31668,1011
SIM33C,2024-11,28506,971
SIM33C,2024-12,30547,997
SIM33C,2025-01,30704,981
SIM33C,2025-02,28086,1036
SIM33C,2025-03,33943,1088
SIM33C,2025-04,31556,1067
SIM33C,2025-05,31620,1045
SIM33C,2025-06,28768,948
SIM33C,2025-07,31443,1000
SIM33C,2025-08,32773,1050
SIM33C,2025-09,35081,1157
SIM33C,2025-10,35116,1134
SIM33C,2025-11,36843,1209
SIM33C,2025-12,34176,1105
SIM33C,2026-01,31240,1022
SIM33C,2026-02,26646,938
SIM33C,2026-03,27252,889
SIM33C,2026-04,28065,927
SIM33C,2026-05,34872,1116
SIM33C,2026-06,35732,1144
SIM34,2024-09,762,36
SIM34,2024-10,18752,815
SIM34,2024-11,15182,723
SIM34,2024-12,13973,635
SIM34,2025-01,17620,766
SIM34,2025-02,17312,866
SIM34,2025-03,19336,921
SIM34,2025-04,19444,884
SIM34,2025-05,17019,774
SIM34,2025-06,15789,752
SIM34,2025-07,17480,760
SIM34,2025-08,17006,810
SIM34,2025-09,19748,898
SIM34,2025-10,19959,868
SIM34,2025-11,17465,873
SIM34,2025-12,18846,819
SIM34,2026-01,18780,854
SIM34,2026-02,16277,814
SIM34,2026-03,20247,920
SIM34,2026-04,20427,928
SIM34,2026-05,18397,876
SIM34,2026-06,19448,884
SIM35,2024-09,388,18
SIM35,2024-10,9521,414
SIM35,2024-11,7325,349
SIM35,2024-12,7066,321
SIM35,2025-01,9159,398
SIM35,2025-02,9066,453
SIM35,2025-03,9554,455
SIM35,2025-04,9502,432
SIM35,2025-05,8157,371
SIM35,2025-06,8696,414
SIM35,2025-07,8747,380
SIM35,2025-08,8692,414
SIM35,2025-09,10369,471
SIM35,2025-10,11592,504
SIM35,2025-11,9479,474
SIM35,2025-12,10196,443
SIM35,2026-01,8886,404
SIM35,2026-02,8995,450
SIM35,2026-03,10988,499
SIM35,2026-04,11009,500
SIM35,2026-05,10198,486
SIM35,2026-06,11138,506
SIM3C,2024-09,811,39
SIM3C,2024-10,24401,739
SIM3C,2024-11,20191,655
SIM3C,2024-12,23140,679
SIM3C,2025-01,23830,752
SIM3C,2025-02,22620,780
SIM3C,2025-03,26889,811
SIM3C,2025-04,25286,827
SIM3C,2025-05,25595,760
SIM3C,2025-06,23918,756
SIM3C,2025-07,25655,773
SIM3C,2025-08,26782,821
SIM3C,2025-09,26150,836
SIM3C,2025-10,27476,845
SIM3C,2025-11,28923,904
SIM3C,2025-12,27698,852
SIM3C,2026-01,25627,779
SIM3C,2026-02,21861,744
SIM3C,2026-03,21234,651
SIM3C,2026-04,21722,677
SIM3C,2026-05,27157,832
SIM3C,2026-06,27717,864
SIM4,2024-09,1114,53
SIM4,2024-10,21637,941
SIM4,2024-11,16620,791
SIM4,2024-12,16765,762
SIM4,2025-01,18081,786
SIM4,2025-02,17681,884
SIM4,2025-03,21140,1007
SIM4,2025-04,20932,951
SIM4,2025-05,19225,874
SIM4,2025-06,19153,912
SIM4,2025-07,21257,924
SIM4,2025-08,18778,894
SIM4,2025-09,24466,1112
SIM4,2025-10,24981,1086
SIM4,2025-11,20087,1004
SIM4,2025-12,21926,953
SIM4,2026-01,19555,889
SIM4,2026-02,18354,918
SIM4,2026-03,25629,1165
SIM4,2026-04,24021,1092
SIM4,2026-05,22145,1055
SIM4,2026-06,22670,1030
SIM4C,2024-09,1312,62
SIM4C,2024-10,36050,1213
SIM4C,2024-11,33910,1110
SIM4C,2024-12,34070,1070
SIM4C,2025-01,33158,1081
SIM4C,2025-02,31351,1138
SIM4C,2025-03,37338,1270
SIM4C,2025-04,36553,1245
SIM4C,2025-05,33882,1068
SIM4C,2025-06,33056,1143
SIM4C,2025-07,36319,1165
SIM4C,2025-08,36300,1194
SIM4C,2025-09,37083,1256
SIM4C,2025-10,40134,1334
SIM4C,2025-11,40909,1348
SIM4C,2025-12,40398,1302
SIM4C,2026-01,35182,1144
SIM4C,2026-02,30973,1110
SIM4C,2026-03,33704,1120
SIM4C,2026-04,33398,1147
SIM4C,2026-05,38973,1294
SIM4C,2026-06,38944,1281
SIM4X,2024-09,180,9
SIM4X,2024-10,3200,139
SIM4X,2024-11,2612,124
SIM4X,2024-12,2187,99
SIM4X,2025-01,2452,107
SIM4X,2025-02,2341,117
SIM4X,2025-03,2616,125
SIM4X,2025-04,2980,135
SIM4X,2025-05,2391,109
SIM4X,2025-06,2106,100
SIM4X,2025-07,1909,83
SIM4X,2025-08,2077,99
SIM5,2024-09,675,32
SIM5,2024-10,15058,655
SIM5,2024-11,11944,569
SIM5,2024-12,12092,550
SIM5,2025-01,13740,597
SIM5,2025-02,12937,647
SIM5,2025-03,13516,644
SIM5,2025-04,13747,625
SIM5,2025-05,12826,583
SIM5,2025-06,12141,578
SIM5,2025-07,12772,555
SIM5,2025-08,12219,582
SIM5,2025-09,13842,629
SIM5,2025-10,14100,613
SIM5,2025-11,11635,582
SIM5,2025-12,12350,537
SIM5,2026-01,11844,538
SIM5,2026-02,11233,562
SIM5,2026-03,14190,645
SIM5,2026-04,13740,625
SIM5,2026-05,12398,590
SIM5,2026-06,13141,597
SIM6,2024-09,1099,52
SIM6,2024-10,27729,1206
SIM6,2024-11,21909,1043
SIM6,2024-12,21427,974
SIM6,2025-01,24917,1083
SIM6,2025-02,24316,1216
SIM6,2025-03,26285,1252
SIM6,2025-04,26472,1203
SIM6,2025-05,24991,1136
SIM6,2025-06,22089,1052
SIM6,2025-07,25031,1088
SIM6,2025-08,22272,1061
SIM6,2025-09,25522,1160
SIM6,2025-10,27244,1185
SIM6,2025-11,21972,1099
SIM6,2025-12,21704,944
SIM6,2026-01,22848,1039
SIM6,2026-02,20842,1042
SIM6,2026-03,24490,1113
SIM6,2026-04,25076,1140
SIM6,2026-05,23745,1131
SIM6,2026-06,25929,1179
SIM7,2024-09,499,24
SIM7,2024-10,13941,606
SIM7,2024-11,11363,541
SIM7,2024-12,10435,474
SIM7,2025-01,12424,540
SIM7,2025-02,11793,590
SIM7,2025-03,12544,597
SIM7,2025-04,12902,586
SIM7,2025-05,11823,537
SIM7,2025-06,11864,565
SIM7,2025-07,11983,521
SIM7,2025-08,10734,511
SIM7,2025-09,13028,592
SIM7,2025-10,12680,551
SIM7,2025-11,10370,518
SIM7,2025-12,10809,470
SIM7,2026-01,11344,516
SIM7,2026-02,10406,520
SIM7,2026-03,12433,565
SIM7,2026-04,12766,580
SIM7,2026-05,11677,556
SIM7,2026-06,12536,570
SIM8,2024-09,1485,71
SIM8,2024-10,32241,1402
SIM8,2024-11,27477,1308
SIM8,2024-12,24430,1110
SIM8,2025-01,29090,1265
SIM8,2025-02,28124,1406
SIM8,2025-03,30205,1438
SIM8,2025-04,30059,1366
SIM8,2025-05,26239,1193
SIM8,2025-06,27708,1319
SIM8,2025-07,30283,1317
SIM8,2025-08,25529,1216
SIM8,2025-09,33716,1533
SIM8,2025-10,35948,1563
SIM8,2025-11,28659,1433
SIM8,2025-12,28825,1253
SIM8,2026-01,30403,1382
SIM8,2026-02,28256,1413
SIM8,2026-03,34210,1555
SIM8,2026-04,35496,1613
SIM8,2026-05,32825,1563
SIM8,2026-06,35097,1595
SIM8X,2024-09,155,7
SIM8X,2024-10,5362,233
SIM8X,2024-11,3334,159
SIM8X,2024-12,2778,126
SIM8X,2025-01,4094,178
SIM8X,2025-02,3631,182
SIM8X,2025-03,3903,186
SIM8X,2025-04,4543,206
SIM8X,2025-05,4398,200
SIM8X,2025-06,4049,193
SIM8X,2025-07,3111,135
SIM8X,2025-08,3608,172
SIM9,2024-09,378,18
SIM9,2024-10,8341,363
SIM9,2024-11,6927,330
SIM9,2024-12,6568,299
SIM9,2025-01,7489,326
SIM9,2025-02,6948,347
SIM9,2025-03,8072,384
SIM9,2025-04,7791,354
SIM9,2025-05,7529,342
SIM9,2025-06,6981,332
SIM9,2025-07,6813,296
SIM9,2025-08,5941,283
SIM9,2025-09,7823,356
SIM9,2025-10,8382,364
SIM9,2025-11,6515,326
SIM9,2025-12,6509,283
SIM9,2026-01,6980,317
SIM9,2026-02,6060,303
SIM9,2026-03,7613,346
SIM9,2026-04,7584,345
SIM9,2026-05,7209,343
SIM9,2026-06,8036,365
T113,2025-09,380,17
T113,2025-10,7774,63
T113,2025-11,6556,0
T113,2025-12,276,12
T113,2026-01,203,9
T113,2026-04,570,26
T113,2026-05,526,25
T113,2026-06,992,42
T127,2026-04,1087,49
T127,2026-05,189,9
T260,2026-04,44,2
T260,2026-05,599,20
T260,2026-06,36,2
T320,2026-05,44563,74
T321,2026-01,41,2
T321,2026-02,3,0
T321,2026-03,117,5
T321,2026-04,167,8
T321,2026-05,285,7
T321,2026-06,599,27
T323,2026-04,44,2
T323,2026-05,6400,29
T323,2026-06,28,1
T354,2026-04,6219,14
T403,2026-04,30149,396
T403,2026-05,1750,83
T403,2026-06,37152,447
T426,2025-10,65318,94
T426,2025-11,45044,101
T426,2026-01,3,0
T426,2026-04,7,0
T426,2026-05,16841,0
T430,2026-06,64012,51
T434,2026-06,11937,0
T464,2026-04,14195,0
X27,2024-09,1105,53
X27,2024-10,33425,1268
X27,2024-11,27329,1082
X27,2024-12,27769,1070
X27,2025-01,33671,1271
X27,2025-02,31795,1398
X27,2025-03,34876,1421
X27,2025-04,35904,1465
X27,2025-05,34290,1370
X27,2025-06,31998,1313
X27,2025-07,33827,1306
X27,2025-08,31634,1267
X27,2025-09,35539,1473
X27,2025-10,36598,1425
X27,2025-11,32372,1364
X27,2025-12,28986,1092
X27,2026-01,28324,1138
X27,2026-02,25128,1073
X27,2026-03,27673,1106
X27,2026-04,25956,1054
X27,2026-05,26995,1083
X27,2026-06,28728,1153
X28,2024-09,1396,66
X28,2024-10,35253,1349
X28,2024-11,28541,1174
X28,2024-12,33099,1278
X28,2025-01,32832,1280
X28,2025-02,31673,1436
X28,2025-03,35660,1488
X28,2025-04,34999,1450
X28,2025-05,34315,1373
X28,2025-06,33541,1408
X28,2025-07,35336,1338
X28,2025-08,34453,1358
X28,2025-09,35611,1430
X28,2025-10,36140,1409
X28,2025-11,31182,1330
X28,2025-12,32368,1261
X28,2026-01,30231,1205
X28,2026-02,27262,1207
X28,2026-03,30169,1225
X28,2026-04,28968,1194
X28,2026-05,28562,1174
X28,2026-06,32294,1299
X37,2024-09,768,37
X37,2024-10,16306,709
X37,2024-11,11991,571
X37,2024-12,11716,533
X37,2025-01,15193,661
X37,2025-02,15187,759
X37,2025-03,15708,748
X37,2025-04,16637,756
X37,2025-05,15456,703
X37,2025-06,15348,731
X37,2025-07,15055,655
X37,2025-08,13930,663
X37,2025-09,15346,698
X37,2025-10,16276,708
X37,2025-11,13688,684
X37,2025-12,11514,501
X37,2026-01,12978,590
X37,2026-02,10698,535
X37,2026-03,12869,585
X37,2026-04,13186,599
X37,2026-05,12879,613
X37,2026-06,13608,619
X38,2024-09,565,27
X38,2024-10,14327,623
X38,2024-11,10255,488
X38,2024-12,10165,462
X38,2025-01,12737,554
X38,2025-02,12663,633
X38,2025-03,13535,645
X38,2025-04,14308,650
X38,2025-05,13940,634
X38,2025-06,13366,636
X38,2025-07,13934,606
X38,2025-08,12723,606
X38,2025-09,14198,645
X38,2025-10,14162,616
X38,2025-11,12277,614
X38,2025-12,10853,472
X38,2026-01,11089,504
X38,2026-02,9855,493
X38,2026-03,12508,569
X38,2026-04,12668,576
X38,2026-05,11492,547
X38,2026-06,11804,537
X63,2024-09,330,16
X63,2024-10,7078,308
X63,2024-11,5132,244
X63,2024-12,4312,196
X63,2025-01,5759,250
X63,2025-02,5462,273
X63,2025-03,6472,308
X63,2025-04,7249,330
X63,2025-05,6257,284
X63,2025-06,6260,298
X64,2024-09,103,5
X64,2024-10,3464,151
X64,2024-11,2248,107
X64,2024-12,2241,102
X64,2025-01,3028,132
X64,2025-02,2466,123
