route,month,total_boardings,avg_weekday_boardings
Q48,2025-01,58230,1997
Q48,2025-02,51177,2029
Q48,2025-03,60429,1911
Q48,2025-04,59764,2020
Q48,2025-05,63639,2180
Q48,2025-06,64440,2373
Q48,2025-07,47965,2085
Q48,2025-08,38570,1837
Q48,2025-09,45775,2081
Q48,2025-10,52169,2268
Q48,2025-11,41793,2090
Q48,2025-12,40065,1742
Q48,2026-01,36802,1673
Q48,2026-02,36436,1822
Q48,2026-03,40770,1853
Q48,2026-04,39666,1803
Q48,2026-05,34433,1640
Q48,2026-06,35453,1612
Q49,2024-09,2825,135
Q49,2024-10,59361,2131
Q49,2024-11,57081,2119
Q49,2024-12,59743,2136
Q49,2025-01,60285,2193
Q49,2025-02,89400,3831
Q49,2025-03,133107,5131
Q49,2025-04,159852,6072
Q49,2025-05,166619,6011
Q49,2025-06,161205,6261
Q49,2025-07,165209,5971
Q49,2025-08,163405,6137
Q49,2025-09,172395,6535
Q49,2025-10,185055,6824
Q49,2025-11,174149,6882
Q49,2025-12,174276,6450
Q49,2026-01,164134,6106
Q49,2026-02,139351,5668
Q49,2026-03,157890,6074
Q49,2026-04,145858,5564
Q49,2026-05,176924,6811
Q49,2026-06,168380,6371
Q5,2024-09,9608,458
Q5,2024-10,258825,9371
Q5,2024-11,231638,8655
Q5,2024-12,216842,7867
Q5,2025-01,212804,7686
Q5,2025-02,202916,8418
Q5,2025-03,227803,8607
Q5,2025-04,227051,8520
Q5,2025-05,244583,8886
Q5,2025-06,223177,8448
Q5,2025-07,122072,3888
Q5,2025-08,114791,3578
Q5,2025-09,116401,4045
Q5,2025-10,115445,3820
Q5,2025-11,100341,3540
Q5,2025-12,96105,3126
Q5,2026-01,92759,3146
Q5,2026-02,79427,3015
Q5,2026-03,99355,3463
Q5,2026-04,84534,2914
Q5,2026-05,101740,3524
Q5,2026-06,95956,3238
Q50,2024-09,483,23
Q50,2024-10,5890,236
Q50,2024-11,2019,89
Q50,2024-12,1746,65
Q50,2025-01,1335,45
Q50,2025-02,47465,2062
Q50,2025-03,105352,4158
Q50,2025-04,107846,4250
Q50,2025-05,108750,4180
Q50,2025-06,96180,3878
Q50,2025-07,103911,3796
Q50,2025-08,94736,3698
Q50,2025-09,93332,3656
Q50,2025-10,103560,3851
Q50,2025-11,82906,3410
Q50,2025-12,85781,3271
Q50,2026-01,80335,3115
Q50,2026-02,68390,2919
Q50,2026-03,88923,3469
Q50,2026-04,89844,3560
Q50,2026-05,90698,3614
Q50,2026-06,82365,3216
Q51,2025-06,885,19
Q51,2025-07,37172,1302
Q51,2025-08,47091,1705
Q51,2025-09,58283,2251
Q51,2025-10,65733,2466
Q51,2025-11,61338,2501
Q51,2025-12,59586,2238
Q51,2026-01,62884,2384
Q51,2026-02,60571,2659
Q51,2026-03,72338,2800
Q51,2026-04,67703,2646
Q51,2026-05,73098,2876
Q51,2026-06,76843,2902
Q52+,2024-09,5156,246
Q52+,2024-10,174002,6085
Q52+,2024-11,148995,5270
Q52+,2024-12,147894,5242
Q52+,2025-01,153295,5557
Q52+,2025-02,164883,6872
Q52+,2025-03,191491,7049
Q52+,2025-04,189167,7047
Q52+,2025-05,182275,6500
Q52+,2025-06,142849,5401
Q52+,2025-07,141412,4908
Q52+,2025-08,134971,4722
Q52+,2025-09,125258,4527
Q52+,2025-10,125162,4423
Q52+,2025-11,124459,4670
Q52+,2025-12,135648,4686
Q52+,2026-01,109408,3952
Q52+,2026-02,101164,4072
Q52+,2026-03,90767,3401
Q52+,2026-04,94485,3507
Q52+,2026-05,106240,3957
Q52+,2026-06,101500,3728
Q53+,2024-09,12190,580
Q53+,2024-10,381343,12887
Q53+,2024-11,322437,11650
Q53+,2024-12,303223,10604
Q53+,2025-01,324957,11480
Q53+,2025-02,294282,11863
Q53+,2025-03,347374,12180
Q53+,2025-04,353656,12743
Q53+,2025-05,330437,11326
Q53+,2025-06,324364,11618
Q53+,2025-07,339549,10985
Q53+,2025-08,322952,10287
Q53+,2025-09,325904,11599
Q53+,2025-10,316483,10912
Q53+,2025-11,305627,11118
Q53+,2025-12,280465,9531
Q53+,2026-01,243947,8458
Q53+,2026-02,190497,7317
Q53+,2026-03,223210,7949
Q53+,2026-04,218741,7862
Q53+,2026-05,246051,8733
Q53+,2026-06,213856,7457
Q54,2024-09,11977,570
Q54,2024-10,294024,10678
Q54,2024-11,259785,9951
Q54,2024-12,259177,9441
Q54,2025-01,267151,9681
Q54,2025-02,243937,10058
Q54,2025-03,293166,11024
Q54,2025-04,281796,10776
Q54,2025-05,295596,10838
Q54,2025-06,266833,10250
Q54,2025-07,284549,9965
Q54,2025-08,274699,10277
Q54,2025-09,339822,13014
Q54,2025-10,350206,13003
Q54,2025-11,308030,12165
Q54,2025-12,279758,10330
Q54,2026-01,247756,9443
Q54,2026-02,215798,8943
Q54,2026-03,249604,9550
Q54,2026-04,246439,9589
Q54,2026-05,264306,10197
Q54,2026-06,263445,9856
Q55,2024-09,6350,302
Q55,2024-10,173689,6226
Q55,2024-11,151015,5667
Q55,2024-12,149351,5517
Q55,2025-01,157983,5797
Q55,2025-02,146915,6084
Q55,2025-03,179904,6746
Q55,2025-04,168829,6409
Q55,2025-05,171836,6273
Q55,2025-06,163124,6276
Q55,2025-07,155536,5570
Q55,2025-08,153808,5592
Q55,2025-09,166640,6347
Q55,2025-10,175955,6461
Q55,2025-11,155185,6107
Q55,2025-12,141219,5154
Q55,2026-01,138594,5305
Q55,2026-02,118190,4918
Q55,2026-03,143258,5416
Q55,2026-04,137155,5205
Q55,2026-05,153147,5872
Q55,2026-06,153669,5843
Q56,2024-09,6642,316
Q56,2024-10,168853,6138
Q56,2024-11,149443,5517
Q56,2024-12,142142,5121
Q56,2025-01,144441,5048
Q56,2025-02,131536,5284
Q56,2025-03,152689,5552
Q56,2025-04,143466,5360
Q56,2025-05,144790,5092
Q56,2025-06,145991,5356
Q56,2025-07,157105,5378
Q56,2025-08,144064,5073
Q56,2025-09,143257,5333
Q56,2025-10,157659,5740
Q56,2025-11,134731,5099
Q56,2025-12,126061,4604
Q56,2026-01,111281,3886
Q56,2026-02,87411,3591
Q56,2026-03,121281,4402
Q56,2026-04,124902,4509
Q56,2026-05,132365,4950
Q56,2026-06,142155,5024
Q58,2024-09,26621,1268
Q58,2024-10,755298,26351
Q58,2024-11,694440,25432
Q58,2024-12,669038,23486
Q58,2025-01,689588,24487
Q58,2025-02,648679,25757
Q58,2025-03,694568,25325
Q58,2025-04,638638,23543
Q58,2025-05,691065,24596
Q58,2025-06,622133,23031
Q58,2025-07,380140,12996
Q58,2025-08,336777,11511
Q58,2025-09,375519,13840
Q58,2025-10,406219,14168
Q58,2025-11,363393,13362
Q58,2025-12,334231,11812
Q58,2026-01,312648,11340
Q58,2026-02,253723,10168
Q58,2026-03,309187,11602
Q58,2026-04,321386,11690
Q58,2026-05,345581,12868
Q58,2026-06,332201,12047
Q59,2024-09,6084,290
Q59,2024-10,170944,6241
Q59,2024-11,150890,5726
Q59,2024-12,145056,5277
Q59,2025-01,147247,5417
Q59,2025-02,143124,5895
Q59,2025-03,166986,6358
Q59,2025-04,160913,6073
Q59,2025-05,157333,5807
Q59,2025-06,154217,6024
Q59,2025-07,162863,5700
Q59,2025-08,157055,5770
Q59,2025-09,155296,5954
Q59,2025-10,165620,5944
Q59,2025-11,138431,5192
Q59,2025-12,140637,4971
Q59,2026-01,132972,4992
Q59,2026-02,131918,5442
Q59,2026-03,133560,4956
Q59,2026-04,128291,4900
Q59,2026-05,136841,5216
Q59,2026-06,143605,5335
Q6,2024-09,608,29
Q6,2024-10,31985,1144
Q6,2024-11,28330,1129
Q6,2024-12,22182,817
Q6,2025-01,17945,608
Q6,2025-02,156169,6638
Q6,2025-03,245504,9084
Q6,2025-04,311525,11686
Q6,2025-05,312524,11390
Q6,2025-06,305397,11733
Q6,2025-07,333518,11946
Q6,2025-08,311627,11432
Q6,2025-09,334106,12646
Q6,2025-10,351024,12740
Q6,2025-11,322517,12668
Q6,2025-12,322442,11706
Q6,2026-01,310343,11631
Q6,2026-02,257522,10652
Q6,2026-03,311772,11917
Q6,2026-04,312091,11944
Q6,2026-05,336528,12819
Q6,2026-06,351911,13042
Q60,2024-09,763,36
Q60,2024-10,30914,1035
Q60,2024-11,29374,1027
Q60,2024-12,23437,871
Q60,2025-01,20009,702
Q60,2025-02,182626,7574
Q60,2025-03,312252,11041
Q60,2025-04,388531,14136
Q60,2025-05,369570,12715
Q60,2025-06,380547,13913
Q60,2025-07,415561,14101
Q60,2025-08,390444,13751
Q60,2025-09,393363,14350
Q60,2025-10,409503,14052
Q60,2025-11,374049,13766
Q60,2025-12,347469,12041
Q60,2026-01,326536,11788
Q60,2026-02,282053,11207
Q60,2026-03,351513,12539
Q60,2026-04,360679,13076
Q60,2026-05,416122,14797
Q60,2026-06,415350,14890
Q61,2025-06,1172,36
Q61,2025-07,34045,1254
Q61,2025-08,40096,1529
Q61,2025-09,46502,1794
Q61,2025-10,46406,1757
Q61,2025-11,40605,1627
Q61,2025-12,39938,1515
Q61,2026-01,28411,1065
Q61,2026-02,28198,1194
Q61,2026-03,33832,1294
Q61,2026-04,33662,1329
Q61,2026-05,41788,1633
Q61,2026-06,38642,1446
Q63,2025-06,4545,135
Q63,2025-07,83295,2984
Q63,2025-08,83114,3097
Q63,2025-09,95521,3725
Q63,2025-10,97944,3535
Q63,2025-11,90642,3367
Q63,2025-12,84711,3170
Q63,2026-01,78194,3091
Q63,2026-02,68625,2966
Q63,2026-03,89417,3475
Q63,2026-04,86096,3374
Q63,2026-05,107694,4194
Q63,2026-06,104519,3947
Q64,2024-09,675,32
Q64,2024-10,31907,1238
Q64,2024-11,24028,951
Q64,2024-12,30784,1177
Q64,2025-01,23080,849
Q64,2025-02,73192,3143
Q64,2025-03,149047,5933
Q64,2025-04,141251,5599
Q64,2025-05,148238,5677
Q64,2025-06,129182,5055
Q64,2025-07,65153,2381
Q64,2025-08,57916,2292
Q64,2025-09,75784,2970
Q64,2025-10,87001,3212
Q64,2025-11,84599,3528
Q64,2025-12,78678,2990
Q64,2026-01,66774,2606
Q64,2026-02,54209,2337
Q64,2026-03,68736,2707
Q64,2026-04,77666,2982
Q64,2026-05,84703,3408
Q64,2026-06,80786,3004
Q65,2024-09,8686,414
Q65,2024-10,262638,9776
Q65,2024-11,234662,8953
Q65,2024-12,217811,8331
Q65,2025-01,232105,8570
Q65,2025-02,209879,8857
Q65,2025-03,245168,9517
Q65,2025-04,229445,9004
Q65,2025-05,293310,10915
Q65,2025-06,236962,9462
Q65,2025-07,142548,5233
Q65,2025-08,139306,5179
Q65,2025-09,156082,6114
Q65,2025-10,170099,6430
Q65,2025-11,148351,5808
Q65,2025-12,157207,5797
Q65,2026-01,140822,5266
Q65,2026-02,123488,5005
Q65,2026-03,145332,5646
Q65,2026-04,150805,5882
Q65,2026-05,192494,7602
Q65,2026-06,185322,7166
Q66,2024-09,9186,437
Q66,2024-10,231974,8408
Q66,2024-11,183696,6844
Q66,2024-12,183374,6798
Q66,2025-01,191514,6816
Q66,2025-02,170486,6850
Q66,2025-03,208233,7573
Q66,2025-04,180928,6647
Q66,2025-05,235280,8401
Q66,2025-06,215316,8024
Q66,2025-07,120936,4245
Q66,2025-08,118101,3829
Q66,2025-09,122864,4434
Q66,2025-10,130104,4483
Q66,2025-11,104223,3674
Q66,2025-12,107016,3653
Q66,2026-01,108907,3862
Q66,2026-02,87260,3347
Q66,2026-03,98506,3614
Q66,2026-04,95233,3417
Q66,2026-05,123096,4394
Q66,2026-06,125300,4441
Q67,2024-09,1195,57
Q67,2024-10,19105,793
Q67,2024-11,16006,717
Q67,2024-12,15359,667
Q67,2025-01,15707,645
Q67,2025-02,22554,1058
Q67,2025-03,39540,1762
Q67,2025-04,45648,1958
Q67,2025-05,45740,1944
Q67,2025-06,44653,2001
Q67,2025-07,47257,1902
Q67,2025-08,39860,1711
Q67,2025-09,44326,1865
Q67,2025-10,50366,2030
Q67,2025-11,42973,1929
Q67,2025-12,42368,1687
Q67,2026-01,34817,1457
Q67,2026-02,34959,1618
Q67,2026-03,40804,1725
Q67,2026-04,36462,1542
Q67,2026-05,36770,1597
Q67,2026-06,39143,1643
Q69,2024-09,3320,158
Q69,2024-10,71512,2639
Q69,2024-11,72618,2885
Q69,2024-12,71913,2703
Q69,2025-01,73743,2754
Q69,2025-02,107167,4517
Q69,2025-03,170319,6347
Q69,2025-04,217961,8365
Q69,2025-05,229746,8442
Q69,2025-06,222209,8345
Q69,2025-07,232300,8220
Q69,2025-08,211564,7764
Q69,2025-09,220900,8414
Q69,2025-10,231656,8561
Q69,2025-11,194967,7697
Q69,2025-12,219989,8080
Q69,2026-01,209253,8010
Q69,2026-02,180384,7569
Q69,2026-03,220628,8336
Q69,2026-04,197375,7558
Q69,2026-05,204739,8017
Q69,2026-06,205389,7707
Q7,2024-09,526,25
Q7,2024-10,13696,525
Q7,2024-11,11820,449
Q7,2024-12,9736,339
Q7,2025-01,11342,430
Q7,2025-02,64426,2844
Q7,2025-03,109963,4350
Q7,2025-04,138197,5400
Q7,2025-05,142617,5375
Q7,2025-06,133043,5265
Q7,2025-07,119281,4305
Q7,2025-08,110402,4049
Q7,2025-09,131130,5115
Q7,2025-10,144087,5488
Q7,2025-11,123281,5026
Q7,2025-12,122853,4607
Q7,2026-01,117619,4630
Q7,2026-02,100849,4282
Q7,2026-03,130416,5109
Q7,2026-04,120393,4668
Q7,2026-05,140653,5586
Q7,2026-06,137341,5163
Q70+,2024-09,7865,375
Q70+,2024-10,241225,8199
Q70+,2024-11,220979,7971
Q70+,2024-12,226318,7865
Q70+,2025-01,190713,6509
Q70+,2025-02,169552,6619
Q70+,2025-03,227004,7895
Q70+,2025-04,219343,7713
Q70+,2025-05,248111,8392
Q70+,2025-06,230214,8250
Q70+,2025-07,273287,9290
Q70+,2025-08,267513,9255
Q70+,2025-09,235992,8438
Q70+,2025-10,234980,8074
Q70+,2025-11,230905,8422
Q70+,2025-12,247370,8770
Q70+,2026-01,221632,7776
Q70+,2026-02,186584,7187
Q70+,2026-03,187448,6636
Q70+,2026-04,185561,6650
Q70+,2026-05,236996,8427
Q70+,2026-06,168916,5928
Q72,2024-09,1921,91
Q72,2024-10,54401,1941
Q72,2024-11,48638,1823
Q72,2024-12,40214,1456
Q72,2025-01,49633,1817
Q72,2025-02,73335,2983
Q72,2025-03,111880,3931
Q72,2025-04,146516,5638
Q72,2025-05,158017,5772
Q72,2025-06,150748,5767
Q72,2025-07,147958,5308
Q72,2025-08,137350,5016
Q72,2025-09,139331,5138
Q72,2025-10,139057,4990
Q72,2025-11,128286,4953
Q72,2025-12,129448,4691
Q72,2026-01,112018,4266
Q72,2026-02,100506,4048
Q72,2026-03,126371,4831
Q72,2026-04,119404,4473
Q72,2026-05,125772,4639
Q72,2026-06,120235,4442
Q74,2025-06,938,35
Q74,2025-07,24501,949
Q74,2025-08,25542,1016
Q74,2025-09,41612,1722
Q74,2025-10,41693,1610
Q74,2025-11,35858,1522
Q74,2025-12,35465,1366
Q74,2026-01,34520,1382
Q74,2026-02,32935,1473
Q74,2026-03,34350,1422
Q74,2026-04,35793,1452
Q74,2026-05,40917,1702
Q74,2026-06,45947,1883
Q75,2025-06,768,37
Q75,2025-07,24838,1079
Q75,2025-08,24523,1168
Q75,2025-09,48977,2226
Q75,2025-10,48663,2116
Q75,2025-11,43926,2196
Q75,2025-12,37550,1633
Q75,2026-01,32187,1462
Q75,2026-02,34196,1709
Q75,2026-03,47205,2146
Q75,2026-04,35202,1600
Q75,2026-05,34001,1619
Q75,2026-06,25792,1172
Q76,2024-09,4890,233
Q76,2024-10,129810,5093
Q76,2024-11,108241,4460
Q76,2024-12,92903,3703
Q76,2025-01,86853,3370
Q76,2025-02,73288,3250
Q76,2025-03,98941,4050
Q76,2025-04,89459,3634
Q76,2025-05,98884,3906
Q76,2025-06,88581,3653
Q76,2025-07,77077,2889
Q76,2025-08,73642,2952
Q76,2025-09,106782,4324
Q76,2025-10,105441,4148
Q76,2025-11,83991,3607
Q76,2025-12,83509,3288
Q76,2026-01,77696,3172
Q76,2026-02,66374,2978
Q76,2026-03,91488,3778
Q76,2026-04,86670,3545
Q76,2026-05,88079,3728
Q76,2026-06,74222,3036
Q77,2024-09,6169,294
Q77,2024-10,142754,5674
Q77,2024-11,122373,5098
Q77,2024-12,111173,4586
Q77,2025-01,110357,4361
Q77,2025-02,102321,4580
Q77,2025-03,120618,5075
Q77,2025-04,114450,4602
Q77,2025-05,123596,4859
Q77,2025-06,94570,3902
Q77,2025-07,81861,3093
Q77,2025-08,74783,2951
Q77,2025-09,108839,4412
Q77,2025-10,120450,4739
Q77,2025-11,103425,4471
Q77,2025-12,98595,3839
Q77,2026-01,96343,3904
Q77,2026-02,82849,3718
Q77,2026-03,118605,4824
Q77,2026-04,101539,4252
Q77,2026-05,113732,4840
Q77,2026-06,90962,3691
Q8,2024-09,1440,69
Q8,2024-10,27759,965
Q8,2024-11,26836,1065
Q8,2024-12,23401,762
Q8,2025-01,16715,575
Q8,2025-02,138101,5760
Q8,2025-03,225532,8282
Q8,2025-04,284745,10463
Q8,2025-05,277870,9809
Q8,2025-06,273940,10143
Q8,2025-07,305307,10650
Q8,2025-08,294396,10402
Q8,2025-09,338876,12819
Q8,2025-10,365266,13160
Q8,2025-11,331394,12602
Q8,2025-12,330164,11873
Q8,2026-01,307090,11472
Q8,2026-02,261080,10620
Q8,2026-03,319006,11862
Q8,2026-04,314997,11941
Q8,2026-05,346768,13024
Q8,2026-06,358265,13036
Q80,2025-08,2355,0
Q80,2025-09,120962,4365
Q80,2025-10,121816,4189
Q80,2025-11,112765,4350
Q80,2025-12,136128,4724
Q80,2026-01,129151,4710
Q80,2026-02,113072,4551
Q80,2026-03,107761,3893
Q80,2026-04,107660,3956
Q80,2026-05,127762,4806
Q80,2026-06,119414,4420
Q82,2025-06,1798,53
Q82,2025-07,23427,831
Q82,2025-08,24869,849
Q82,2025-09,26602,964
Q82,2025-10,26135,950
Q82,2025-11,27447,1068
Q82,2025-12,24617,911
Q82,2026-01,22465,843
Q82,2026-02,20570,829
Q82,2026-03,21982,810
Q82,2026-04,22671,870
Q82,2026-05,22068,850
Q82,2026-06,21565,820
Q83,2024-09,6296,300
Q83,2024-10,165201,6018
Q83,2024-11,156854,5996
Q83,2024-12,144740,5332
Q83,2025-01,141153,5250
Q83,2025-02,126994,5213
Q83,2025-03,154197,5905
Q83,2025-04,151633,5713
Q83,2025-05,153287,5529
Q83,2025-06,140346,5163
Q83,2025-07,140143,5031
Q83,2025-08,126820,4613
Q83,2025-09,136632,5196
Q83,2025-10,139766,5151
Q83,2025-11,128636,4967
Q83,2025-12,116845,4280
Q83,2026-01,102097,3848
Q83,2026-02,94459,3851
Q83,2026-03,103315,3888
Q83,2026-04,99555,3809
Q83,2026-05,101719,3809
Q83,2026-06,102282,3636
Q84,2024-09,3888,185
Q84,2024-10,83104,3115
Q84,2024-11,73007,2950
Q84,2024-12,66424,2565
Q84,2025-01,62883,2331
Q84,2025-02,57437,2430
Q84,2025-03,67710,2645
Q84,2025-04,73690,2872
Q84,2025-05,74280,2825
Q84,2025-06,68968,2708
Q84,2025-07,55334,2080
Q84,2025-08,60395,2225
Q84,2025-09,64403,2560
Q84,2025-10,64182,2392
Q84,2025-11,55593,2320
Q84,2025-12,51952,1970
Q84,2026-01,47620,1851
Q84,2026-02,44458,1895
Q84,2026-03,52353,2057
Q84,2026-04,46811,1826
Q84,2026-05,50460,1993
Q84,2026-06,52442,2083
Q85,2024-09,8110,386
Q85,2024-10,245689,9143
Q85,2024-11,209784,8051
Q85,2024-12,197443,7518
Q85,2025-01,195946,7178
Q85,2025-02,173938,7211
Q85,2025-03,205533,8009
Q85,2025-04,210607,8093
Q85,2025-05,219081,8196
Q85,2025-06,192341,7557
Q85,2025-07,114846,4302
Q85,2025-08,98504,3810
Q85,2025-09,114707,4510
Q85,2025-10,119657,4623
Q85,2025-11,100760,4144
Q85,2025-12,107561,4102
Q85,2026-01,97332,3871
Q85,2026-02,79371,3546
Q85,2026-03,97146,3896
Q85,2026-04,96131,3934
Q85,2026-05,100836,4043
Q85,2026-06,91002,3593
Q86,2025-06,1783,65
Q86,2025-07,58087,2288
Q86,2025-08,56576,2201
Q86,2025-09,67236,2710
Q86,2025-10,72708,2844
Q86,2025-11,62461,2717
Q86,2025-12,64504,2495
Q86,2026-01,53192,2132
Q86,2026-02,45592,2062
Q86,2026-03,51811,2120
Q86,2026-04,53170,2183
Q86,2026-05,58526,2407
Q86,2026-06,50787,2050
Q87,2025-06,3996,132
Q87,2025-07,76880,2854
Q87,2025-08,71156,2634
Q87,2025-09,69217,2655
Q87,2025-10,68533,2508
Q87,2025-11,66037,2581
Q87,2025-12,61308,2208
Q87,2026-01,52884,1970
Q87,2026-02,53279,2207
Q87,2026-03,57549,2160
Q87,2026-04,58328,2279
Q87,2026-05,56516,2194
Q87,2026-06,61710,2333
Q88,2024-09,10484,499
Q88,2024-10,218806,8163
Q88,2024-11,191506,7617
Q88,2024-12,177201,6759
Q88,2025-01,171826,6469
Q88,2025-02,158471,6858
Q88,2025-03,199573,7885
Q88,2025-04,188635,7386
Q88,2025-05,198285,7586
Q88,2025-06,164927,6440
Q88,2025-07,145225,5339
Q88,2025-08,129543,4727
Q88,2025-09,171293,6607
Q88,2025-10,176301,6624
Q88,2025-11,161553,6501
Q88,2025-12,153669,5705
Q88,2026-01,121374,4695
Q88,2026-02,119322,5165
Q88,2026-03,145717,5676
Q88,2026-04,131001,5128
Q88,2026-05,132490,5240
Q88,2026-06,122437,4637
Q89,2025-06,2863,79
Q89,2025-07,62208,2151
Q89,2025-08,58905,1985
Q89,2025-09,60559,2194
Q89,2025-10,66517,2340
Q89,2025-11,64365,2452
Q89,2025-12,60147,2070
Q89,2026-01,50217,1828
Q89,2026-02,40187,1578
Q89,2026-03,53088,1924
Q89,2026-04,50661,1927
Q89,2026-05,52463,1877
Q89,2026-06,51852,1876
Q9,2024-09,688,33
Q9,2024-10,9709,361
Q9,2024-11,10171,379
Q9,2024-12,8635,311
Q9,2025-01,8217,291
Q9,2025-02,52096,2261
Q9,2025-03,83943,3184
Q9,2025-04,108428,4143
Q9,2025-05,107860,4014
Q9,2025-06,101707,3933
Q9,2025-07,116550,4235
Q9,2025-08,108923,4099
Q9,2025-09,97796,3735
Q9,2025-10,100662,3743
Q9,2025-11,88679,3480
Q9,2025-12,88172,3217
Q9,2026-01,82044,3167
Q9,2026-02,72638,3058
Q9,2026-03,84259,3243
Q9,2026-04,87579,3388
Q9,2026-05,89775,3438
Q9,2026-06,91659,3422
Q90,2024-10,19304,21
Q90,2024-11,11146,1
Q90,2024-12,9359,18
Q90,2025-01,38291,48
Q90,2025-02,18011,23
Q90,2025-06,1220,30
Q90,2025-07,14977,481
Q90,2025-08,17033,610
Q90,2025-09,15020,506
Q90,2025-10,15939,535
Q90,2025-11,13556,489
Q90,2025-12,13205,438
Q90,2026-01,10330,327
Q90,2026-02,9053,358
Q90,2026-03,11155,386
Q90,2026-04,8694,298
Q90,2026-05,12388,428
Q90,2026-06,11800,371
Q92,2024-11,209,2
Q92,2024-12,152,2
Q92,2025-01,216,2
Q92,2025-02,515,14
Q92,2025-03,522,7
Q92,2025-04,103,5
Q92,2025-05,28,1
Q92,2025-06,295,14
Q92,2025-07,56,2
Q92,2025-08,46,2
Q92,2025-09,44,2
Q92,2025-10,276,6
Q92,2025-11,24,1
Q92,2025-12,187,8
Q92,2026-01,45,2
Q92,2026-02,16,1
Q92,2026-03,53,2
Q93,2024-11,7657,6
Q93,2024-12,5713,10
Q93,2025-01,4953,5
Q93,2025-02,9878,28
Q93,2025-03,19606,16
Q93,2025-04,292,13
Q93,2025-05,74,3
Q93,2025-06,5337,29
Q93,2025-07,65,3
Q93,2025-08,105,5
Q93,2025-09,75,3
Q93,2025-10,4464,8
Q93,2025-11,81,4
Q93,2025-12,197,9
Q93,2026-01,22,1
Q93,2026-02,92,5
Q93,2026-03,715,2
Q96,2024-11,50,2
Q96,2024-12,42,2
Q96,2025-04,98,2
Q96,2025-05,542,12
Q96,2025-08,89,4
Q96,2025-09,3732,143
Q96,2025-10,1461,48
Q96,2025-11,21,1
Q96,2025-12,2,0
Q96,2026-05,956,24
Q97,2025-01,52244,1837
Q97,2025-02,100330,4090
Q97,2025-03,109400,3934
Q97,2025-04,109169,4043
Q97,2025-05,64719,2162
Q98,2025-01,632,2
Q98,2025-06,6049,172
Q98,2025-07,131432,4498
Q98,2025-08,132224,4319
Q98,2025-09,145366,5240
Q98,2025-10,156461,5316
Q98,2025-11,143759,5201
Q98,2025-12,133809,4540
Q98,2026-01,126609,4613
Q98,2026-02,103467,3993
Q98,2026-03,140306,5038
Q98,2026-04,138827,4913
Q98,2026-05,141788,5119
Q98,2026-06,128617,4565
QM1,2024-09,126,6
QM1,2024-10,2418,105
QM1,2024-11,2163,103
QM1,2024-12,2022,92
QM1,2025-01,2328,101
QM1,2025-02,2097,105
QM1,2025-03,2537,121
QM1,2025-04,2401,109
QM1,2025-05,2363,107
QM1,2025-06,2152,102
QM1,2025-07,3008,131
QM1,2025-08,2741,131
QM1,2025-09,1869,85
QM1,2025-10,1780,77
QM1,2025-11,1671,84
QM1,2025-12,2383,104
QM1,2026-01,2239,102
QM1,2026-02,1684,84
QM1,2026-03,2953,134
QM1,2026-04,3206,146
QM1,2026-05,3360,160
QM1,2026-06,4036,183
QM10,2024-09,118,6
QM10,2024-10,1854,81
QM10,2024-11,1498,71
QM10,2024-12,1354,62
QM10,2025-01,1862,81
QM10,2025-02,1367,68
QM10,2025-03,1481,71
QM10,2025-04,2288,104
QM10,2025-05,2006,91
QM10,2025-06,2119,101
QM10,2025-07,1653,72
QM10,2025-08,1392,66
QM10,2025-09,1803,82
QM10,2025-10,1546,67
QM10,2025-11,1281,64
QM10,2025-12,1283,56
QM10,2026-01,1590,72
QM10,2026-02,1866,93
QM10,2026-03,2584,117
QM10,2026-04,2827,128
QM10,2026-05,2650,126
QM10,2026-06,3159,144
QM11,2024-09,59,3
QM11,2024-10,3211,140
QM11,2024-11,2624,125
QM11,2024-12,2759,125
QM11,2025-01,3460,150
QM11,2025-02,3359,168
QM11,2025-03,3909,186
QM11,2025-04,4238,193
QM11,2025-05,3308,150
QM11,2025-06,3828,182
QM11,2025-07,4356,189
QM11,2025-08,3961,189
QM11,2025-09,5090,231
QM11,2025-10,5129,223
QM11,2025-11,3502,175
QM11,2025-12,4190,182
QM11,2026-01,4919,224
QM11,2026-02,4731,237
QM11,2026-03,6743,306
QM11,2026-04,7642,347
QM11,2026-05,7597,362
QM11,2026-06,8661,394
QM12,2024-09,97,5
QM12,2024-10,3505,152
QM12,2024-11,2678,128
QM12,2024-12,2183,99
QM12,2025-01,3833,167
QM12,2025-02,3190,160
QM12,2025-03,3207,153
QM12,2025-04,2985,136
QM12,2025-05,3064,139
QM12,2025-06,2648,126
QM12,2025-07,3060,133
QM12,2025-08,2889,138
QM12,2025-09,2252,102
QM12,2025-10,2124,92
QM12,2025-11,1649,82
QM12,2025-12,2370,103
QM12,2026-01,1793,82
QM12,2026-02,1792,90
QM12,2026-03,2372,108
QM12,2026-04,2569,117
QM12,2026-05,2796,133
QM12,2026-06,3434,156
QM15,2024-09,1365,65
QM15,2024-10,31643,1310
QM15,2024-11,27079,1201
QM15,2024-12,24756,1069
QM15,2025-01,31836,1323
QM15,2025-02,31102,1470
QM15,2025-03,33049,1457
QM15,2025-04,36066,1548
QM15,2025-05,32703,1368
QM15,2025-06,30952,1399
QM15,2025-07,34651,1438
QM15,2025-08,30235,1345
QM15,2025-09,29392,1261
QM15,2025-10,35872,1489
